# Time (ms);Voltage(0, T);Voltage(5, T);Voltage(10, T);Voltage(15, T);Voltage(20, T);Voltage(25, T);Voltage(30, T);Voltage(35, T);Voltage(40, T);Voltage(45, T);Voltage(50, T);Voltage(55, T);Voltage(60, T);Voltage(65, T);Voltage(70, T);Voltage(75, T);Voltage(80, T);Voltage(85, T);Voltage(90, T);Voltage(95, T);Voltage(100, T)
0.127000;-65.002;-5.5368771965098755;-0.47555447506741;-0.044764338727771004;-0.008098005314671697;-0.004977181675350911;-0.004711555430906447;-0.00468894687889124;-0.004687022571152763;-0.0046868587853195086;-0.004686844844741848;-0.004686843657207096;-0.004686843544445219;-0.0046868433974935845;-0.004686841770544445;-0.004686822656128795;-0.004686597988455381;-0.004683957273432401;-0.00465291864756886;-0.004288094625127373;0.0
0.128000;-65.002;-5.536879164068259;-0.47555676700096394;-0.04476667162236479;-0.008100342831830514;-0.004979519682640632;-0.004713893488140683;-0.0046912849410765765;-0.004689360633819083;-0.004689196848031832;-0.00468918290745848;-0.004689181719923633;-0.004689181607155921;-0.004689181460135245;-0.004689179832374634;-0.004689160708421485;-0.00468893592865071;-0.0046862938961107995;-0.004655239785042985;-0.004290233760001017;0.0
0.129000;-65.002;-5.536881132371231;-0.47555905978390817;-0.044769005378795565;-0.008102681212186212;-0.004981858553268529;-0.0047162324087273;-0.004693623866615689;-0.004691699559839315;-0.004691535774098082;-0.004691521833529036;-0.0046915206459940935;-0.004691520533220544;-0.0046915203861308055;-0.004691518757558423;-0.00469149962406424;-0.004691274732154614;-0.004688631381610418;-0.004657561779613691;-0.004292373684728074;0.0
0.130000;-65.002;-5.536883101418404;-0.4755613534157935;-0.04477133999660754;-0.008105020455281905;-0.004984198286777653;-0.00471857219220934;-0.004695963655051616;-0.004694039348756496;-0.004693875563061293;-0.004693861622496553;-0.004693860434961519;-0.004693860322182128;-0.0046938601750233;-0.0046938585456388435;-0.0046938394026001026;-0.004693614398510154;-0.0046909697294745655;-0.004659884630827265;-0.004294514398890134;0.0
0.131000;-65.002;-5.536885071209384;-0.4755636478961671;-0.04477367547533968;-0.008107360560655913;-0.0049865388827062;-0.00472091283812499;-0.004698304305922547;-0.004696380000108815;-0.0046962162144596545;-0.004696202273899222;-0.004696201086364096;-0.004696200973578862;-0.0046962008263509184;-0.0046961991961540885;-0.004696180043567257;-0.004695954927255541;-0.004693308939241711;-0.004662208338225184;-0.004296655902064357;0.0
0.132000;-65.002;-5.536887041743776;-0.4755659432245704;-0.04477601181452643;-0.008109701527841677;-0.004988880340587554;-0.00472325434600762;-0.004700645818761849;-0.004698721513429639;-0.004698557727826535;-0.004698543787270413;-0.004698542599735193;-0.004698542486944114;-0.004698542339647029;-0.0046985407086375264;-0.004698521546499078;-0.004698296317924169;-0.004695649010445501;-0.0046645329013441416;-0.004298798193823489;0.0
0.133000;-65.002;-5.536889013021177;-0.475568239400541;-0.044778349013697226;-0.008112043356367914;-0.004991222659950315;-0.004725596715385828;-0.004702988193098121;-0.004701063888247568;-0.004700900102690531;-0.00470088616213872;-0.004700884974603406;-0.004700884861806479;-0.00470088471444023;-0.004700883082617753;-0.004700863910924163;-0.004700638570044656;-0.004697989942614818;-0.004666858319716092;-0.004300941273735919;0.0
0.134000;-65.002;-5.536890985041184;-0.4755705364236107;-0.04478068707237695;-0.008114386045758567;-0.004993565840318359;-0.004727939945783477;-0.004705331428455223;-0.004703407124086459;-0.004703243338575505;-0.004703229398028005;-0.004703228210492598;-0.004703228097689821;-0.00470322795025438;-0.004703226317618629;-0.004703207136366375;-0.0047029816831408895;-0.0047003317352738066;-0.004669184592868288;-0.0043030851413657055;0.0
0.135000;-65.002;-5.536892957803381;-0.4755728342933078;-0.04478302599008562;-0.008116729595532906;-0.004995909881210854;-0.0047302840367197275;-0.004707675524352314;-0.004705751220465475;-0.004705587435000613;-0.0047055734944574275;-0.004705572306921926;-0.004705572194113299;-0.00470557204660864;-0.004705570413159317;-0.004705551222344876;-0.004705325656732052;-0.004702674387941919;-0.004671511720323319;-0.004305229796272605;0.0
0.136000;-65.002;-5.536894931307358;-0.4755751330091544;-0.044785365766338764;-0.008119074005205519;-0.004998254782142313;-0.00473262898770908;-0.004710020480303898;-0.004708096176899116;-0.0047079323914803635;-0.004707918450941492;-0.004707917263405897;-0.004707917150591414;-0.004707917003017513;-0.004707915368754316;-0.004707896168374172;-0.004707670490332673;-0.004705017900133948;-0.004673839701599148;-0.00430737523801212;0.0
0.137000;-65.002;-5.536896905552687;-0.4755774325706696;-0.04478770640064705;-0.008121419274286397;-0.005000600542622626;-0.004734974798261422;-0.0047123662958198555;-0.004710441992897267;-0.004710278207524631;-0.004710264266990075;-0.004710263079454388;-0.00471026296663405;-0.00471026281899088;-0.004710261183913511;-0.004710241973964144;-0.004710016183452655;-0.004707362271360069;-0.004676168536209151;-0.004309521466135526;0.0
0.138000;-65.002;-5.536898880538948;-0.4755797329773658;-0.044790047892516824;-0.00812376540228092;-0.005002947162157102;-0.004737321467882048;-0.004714712970405487;-0.004712788667965223;-0.00471262488263872;-0.004712610942108481;-0.004712609754572698;-0.004712609641746503;-0.004712609494034038;-0.0047126078581421985;-0.004712588638620094;-0.0047123627355973256;-0.004709707501125881;-0.004678498223662159;-0.00431166848018991;0.0
0.139000;-65.002;-5.536900856265713;-0.47558203422875284;-0.0447923902414496;-0.008126112388689951;-0.005005294640246504;-0.004739668996071718;-0.004717060503561544;-0.00471513620160374;-0.004714972416323382;-0.00471495847579746;-0.004714957288261584;-0.004714957175429529;-0.004714957027647745;-0.004714955390941133;-0.004714936161842778;-0.004714710146267462;-0.00471205358893244;-0.004680828763462485;-0.0043138162797182016;0.0
0.140000;-65.002;-5.536902832732542;-0.4755843363243354;-0.044794733446942625;-0.008128460233009812;-0.00500764297638709;-0.004742017382326676;-0.004719408894784277;-0.004717484593309064;-0.004717320808074864;-0.00471730686755326;-0.004717305680017291;-0.0047173055671793735;-0.0047173054193282455;-0.004717303781806564;-0.004717284543128445;-0.00471705841495934;-0.004714400534276292;-0.004683160155109974;-0.0043159648642592105;0.0
0.141000;-65.002;-5.536904809939003;-0.4755866392636128;-0.04479707750848857;-0.008130808934732383;-0.005009992170070641;-0.004744366626138699;-0.004721758143565456;-0.00471983384257297;-0.004719670057384941;-0.004719656116867659;-0.004719654929331594;-0.00471965481648781;-0.004719654668567313;-0.004719653030230263;-0.004719633781968873;-0.0047194075411647555;-0.004716748336649522;-0.00468549239810003;-0.004318114233347659;0.0
0.142000;-65.002;-5.536906787884649;-0.47558894304608107;-0.04479942242557561;-0.008133158493345104;-0.005012342220784514;-0.004746716726995133;-0.0047241082493924315;-0.0047221839488828035;-0.004722020163740958;-0.004722006223227996;-0.004722005035691838;-0.004722004922842188;-0.004722004774852295;-0.004722003135699577;-0.00472198387785141;-0.004721757524371083;-0.004719096995539786;-0.004687825491923658;-0.004320264386514219;0.0
0.143000;-65.002;-5.536908766569033;-0.4755912476712312;-0.044801768197687636;-0.008135508908331007;-0.005014693128011666;-0.004749067684378924;-0.004726459211748146;-0.004724534911721511;-0.004724371126625861;-0.0047243571861172225;-0.004724355998580971;-0.004724355885725452;-0.004724355737666136;-0.004724354097697454;-0.0047243348302590015;-0.004724108364061294;-0.004721446510430338;-0.004690159436067499;-0.004322415323285539;0.0
0.144000;-65.002;-5.536910745991701;-0.4755935531385493;-0.04480411482430408;-0.008137860179168776;-0.005017044891230692;-0.004751419497768666;-0.004728811030111192;-0.004726886730567683;-0.004726722945518239;-0.004726709005013925;-0.004726707817477579;-0.0047267077046161884;-0.004726707556487428;-0.004726705915702481;-0.004726686638670243;-0.0047264600597140055;-0.004723796880800086;-0.004692494230013868;-0.0043245670431842865;0.0
0.145000;-65.002;-5.536912726152202;-0.47559585944751814;-0.04480646230490004;-0.008140212305332762;-0.0050193975099158674;-0.004753772166638622;-0.004731163703955832;-0.004729239404895582;-0.00472907561989236;-0.00472906167939237;-0.004729060491855929;-0.004729060378988667;-0.004729060230790435;-0.0047290585891889255;-0.004729039302559397;-0.004728812610803508;-0.004726148106123611;-0.004694829873240787;-0.004326719545729172;0.0
0.146000;-65.002;-5.536914707050073;-0.47559816659761617;-0.04480881063894642;-0.008142565286293034;-0.005021750983537185;-0.004756125690458775;-0.004733517232752049;-0.004731592934175192;-0.0047314291492182034;-0.004731415208722539;-0.004731414021186004;-0.004731413908312866;-0.0047314137600451365;-0.0047314121176267685;-0.004731392821396453;-0.0047311660167998135;-0.004728500185871216;-0.004697166365222027;-0.004328872830434995;0.0
0.147000;-65.002;-5.5369166886848475;-0.4756004745883164;-0.044811159825909816;-0.008144919121515415;-0.005024105311560378;-0.004758480068694855;-0.004735871615965571;-0.0047339473178722394;-0.004733783532961497;-0.004733769592470161;-0.0047337684049335305;-0.004733768292054515;-0.004733768143717263;-0.004733766500481738;-0.004733747194647137;-0.004733520277168673;-0.00473085311950895;-0.0046995037054271376;-0.0043310268968126606;0.0
0.148000;-65.002;-5.536918671056059;-0.4756027834190886;-0.04481350986525255;-0.008147273810461509;-0.005026460493446973;-0.004760835300808376;-0.004738226853057915;-0.004736302555448241;-0.004736138770583758;-0.004736124830096749;-0.004736123642560025;-0.004736123529675129;-0.00473612338126833;-0.00473612173721535;-0.004736102421772969;-0.004735875391371632;-0.004733206906498657;-0.004701841893321481;-0.004333181744369225;0.0
0.149000;-65.002;-5.536920654163235;-0.4756050930893981;-0.04481586075643283;-0.008149629352588733;-0.005028816528654316;-0.0047631913862566785;-0.004740582943486416;-0.0047386586463605326;-0.004738494861542321;-0.004738480921059643;-0.0047384797335228235;-0.004738479620632047;-0.0047384794721556725;-0.004738477827284941;-0.004738458502231287;-0.004738231358866055;-0.004735561546298;-0.00470418092836628;-0.004335337372607925;0.0
0.150000;-65.002;-5.536922638005895;-0.475607403598706;-0.04481821249890469;-0.00815198574735037;-0.005031173416635607;-0.004765548324492955;-0.004742939886704268;-0.004741015590062308;-0.004740851805290381;-0.004740837864812034;-0.00474083667727512;-0.004740836564378459;-0.004740836415832488;-0.004740834770143704;-0.004740815435475288;-0.004740588179105164;-0.0047379170383605035;-0.0047065208100186395;-0.004337493781028208;0.0
0.151000;-65.002;-5.53692462258356;-0.475609714946469;-0.04482056509211808;-0.008154342994195596;-0.005033531156839944;-0.004767906114966292;-0.004745297682160558;-0.004743373386002655;-0.004743209601277023;-0.004743195660803007;-0.004743194473265999;-0.004743194360363453;-0.004743194211747857;-0.004743192565240729;-0.004743173220954061;-0.004742945851538072;-0.0047402733821355885;-0.004708861537731587;-0.0043396509691257645;0.0
0.152000;-65.002;-5.536926607895742;-0.4756120271321402;-0.0448229185355188;-0.008156701092569501;-0.005035889748712339;-0.004770264757121702;-0.004747656329300293;-0.004745732033626578;-0.004745568248947257;-0.004745554308477573;-0.004745553120940472;-0.0047455530080320356;-0.004745552859346792;-0.004745551212021019;-0.004745531858112614;-0.0047453043756098155;-0.004742630577068596;-0.004711203110954103;-0.004341808936392559;0.0
0.153000;-65.002;-5.536928593941953;-0.475614340155168;-0.044825272828548667;-0.008159060041913142;-0.005038249191693781;-0.004772624250400157;-0.004750015827564451;-0.0047480915323750575;-0.004747927747742057;-0.004747913807276711;-0.004747912619739511;-0.004747912506825186;-0.004747912358070268;-0.004747910709925554;-0.00474789134639193;-0.004747663750761401;-0.004744988622600847;-0.004713545529131166;-0.004343967682316871;0.0
0.154000;-65.002;-5.536930580721702;-0.47561665401499753;-0.04482762797064545;-0.008161419841663577;-0.005040609485221243;-0.004774984594238629;-0.004752376176389998;-0.004750451881685057;-0.004750288097098394;-0.004750274156637379;-0.004750272969100088;-0.004750272856179868;-0.004750272707355251;-0.0047502710583913026;-0.004750251685228973;-0.0047500239764298215;-0.0047473475181696425;-0.004715888791703778;-0.00434612720638331;0.0
0.155000;-65.002;-5.536932568234486;-0.4756189687110696;-0.044829983961243006;-0.008163780491253882;-0.005042970628727735;-0.0047773457880701175;-0.004754737375209934;-0.00475281308098958;-0.004752649296449261;-0.004752635355992586;-0.004752634168455197;-0.004752634055529086;-0.004752633906634742;-0.0047526322568512604;-0.004752612874056749;-0.004752385052048109;-0.004749707263208331;-0.004718232898108994;-0.0043482875080728635;0.0
0.156000;-65.002;-5.536934556479808;-0.47562128424282063;-0.044832340799771206;-0.00816614199011321;-0.005045332621642329;-0.004779707831323689;-0.004757099423453326;-0.004755175129717691;-0.004755011345223733;-0.004754997404771393;-0.0047549962172339115;-0.0047549961043019005;-0.0047549959553378094;-0.004754994304734498;-0.004754974912304327;-0.004754746977045359;-0.004752067857146323;-0.004720577847779974;-0.004350448586862919;0.0
0.157000;-65.002;-5.536936545457162;-0.4756236006096833;-0.04483469848565598;-0.008168504337666808;-0.005047695463390195;-0.004782070723424505;-0.004759462320545333;-0.004757538027294549;-0.004757374242846964;-0.004757360302398964;-0.004757359114861386;-0.004757359001923478;-0.004757358852889609;-0.004757357201466175;-0.004757337799396869;-0.0047571097508467605;-0.004754429299409129;-0.004722923640145996;-0.004352610442227296;0.0
0.158000;-65.002;-5.536938535166036;-0.4756259178110874;-0.044837057018319415;-0.008170867533336042;-0.005050059153392636;-0.0047844344637938616;-0.004761826065907252;-0.0047599017731414514;-0.00475973798874025;-0.0047597240482965915;-0.004759722860758917;-0.004759722747815108;-0.004759722598711441;-0.004759720946467584;-0.004759701534755672;-0.0047594733728736375;-0.0047567915894183915;-0.004725270274632499;-0.004354773073636276;0.0
0.159000;-65.002;-5.536940525605919;-0.47562823584645714;-0.044839416397179865;-0.008173231576538452;-0.0050524236910671205;-0.004786799051849217;-0.004764190658956543;-0.004762266366675856;-0.004762102582321052;-0.004762088641881733;-0.004762087454343966;-0.004762087341394253;-0.004762087192220759;-0.0047620855391561885;-0.004762066117798198;-0.00476183784254348;-0.004759154726591928;-0.004727617750661122;-0.004356936480556638;0.0
0.160000;-65.002;-5.536942516776293;-0.4756305547152142;-0.044841776621651674;-0.00817559646668779;-0.005054789075827311;-0.004789164487004234;-0.00476655609910686;-0.004764631807311421;-0.004764468023003028;-0.004764454082568053;-0.004764452895030189;-0.00476445278207457;-0.004764452632831227;-0.004764450978945645;-0.0047644315479381085;-0.004764203159269977;-0.0047615187103437475;-0.004729966067649721;-0.004359100662451682;0.0
0.161000;-65.002;-5.5369445086766405;-0.4756328744167759;-0.04484413769114558;-0.00817796220319401;-0.00505715530708311;-0.004791530768668801;-0.004768922385768098;-0.004766998094458038;-0.004766834310196068;-0.004766820369765435;-0.004766819182227476;-0.00476681906926595;-0.004766818919952732;-0.004766817265245842;-0.004766797824585295;-0.004766569322463047;-0.004763883540084102;-0.004732315225012421;-0.004361265618781269;0.0
0.162000;-65.002;-5.536946501306432;-0.4756351949505562;-0.04484649960506848;-0.008180328785463356;-0.0050595223842406795;-0.004793897896249075;-0.004771289518346413;-0.004769365227521864;-0.004769201443306328;-0.004769187502880042;-0.004769186315341986;-0.004769186202374551;-0.0047691860529914315;-0.00476918439746294;-0.00476916494714592;-0.00476893633152888;-0.004766249215219508;-0.004734665222159635;-0.004363431349001838;0.0
0.163000;-65.002;-5.536948494665143;-0.47563751631596446;-0.04484886236282365;-0.008182696212898353;-0.005061890306702476;-0.00479626586914751;-0.004773657496244254;-0.004771733205905347;-0.004771569421736259;-0.0047715554813143185;-0.004771554293776167;-0.004771554180802819;-0.004771554031349774;-0.004771552374999388;-0.004771532915022433;-0.0047713041858699545;-0.0047686157351527775;-0.004737016058498098;-0.004365597852566446;0.0
0.164000;-65.002;-5.536950488752237;-0.4756398385124074;-0.04485122596381057;-0.008185064484897865;-0.005064259073867292;-0.004798634686762885;-0.004776026318860401;-0.004774102029007269;-0.004773938244884642;-0.0047739243044670485;-0.004773923116928801;-0.004773923003949541;-0.004773922854426544;-0.004773921197253969;-0.0047739017276136175;-0.004773672884885086;-0.004770983099283058;-0.004739367733430905;-0.004367765128924794;0.0
0.165000;-65.002;-5.536952483567187;-0.4756421615392873;-0.04485359040742522;-0.0081874336008571;-0.005066628685130277;-0.004801004348490345;-0.0047783959855900015;-0.0047764716962227765;-0.004776307912146622;-0.004776293971733374;-0.004776292784195034;-0.004776292671209857;-0.004776292521616885;-0.004776290863621823;-0.004776271384314625;-0.004776042427969445;-0.004773351307005863;-0.004741720246357539;-0.004369933177523258;0.0
0.166000;-65.002;-5.536954479109443;-0.4756444853960036;-0.04485595569305984;-0.008189803560167687;-0.005068999139882978;-0.004803374853721431;-0.004780766495824592;-0.004778842206943405;-0.004778678422913734;-0.00477866448250484;-0.004778663294966401;-0.004778663181975307;-0.004778663032312332;-0.004778661373494495;-0.004778641884516991;-0.004778412814514606;-0.004775720357713094;-0.0047440735966739036;-0.004372101997804914;0.0
0.167000;-65.002;-5.536956475378472;-0.4756468100819509;-0.04485832182010323;-0.008192174362217653;-0.005071370437513363;-0.004805746201844104;-0.004783137848952135;-0.004781213560557118;-0.004781049776573946;-0.004781035836169399;-0.004781034648630867;-0.004781034535633851;-0.004781034385900851;-0.00478103272625994;-0.004781013227608683;-0.004780784043908558;-0.004778090250793093;-0.004746427783772349;-0.004374271589209576;0.0
0.168000;-65.002;-5.536958472373722;-0.4756491355965218;-0.044860688787940445;-0.008194546006391502;-0.005073742577405858;-0.004808118392242786;-0.00478551004435705;-0.004783585756448334;-0.004783421972511672;-0.004783408032111478;-0.004783406844572848;-0.004783406731569911;-0.004783406581766861;-0.0047834049213025835;-0.004783385412974122;-0.004783156115535757;-0.0047804609856306485;-0.00474878280704172;-0.004376441951173809;0.0
0.169000;-65.002;-5.536960470094645;-0.47565146193910407;-0.04486305659595329;-0.008196918492070205;-0.005076115558941384;-0.004810491424298386;-0.004787883081420249;-0.0047859587939979645;-0.004785795010107825;-0.004785781069711984;-0.004785779882173258;-0.004785779769164396;-0.004785779619291271;-0.004785777958003334;-0.0047857584399942235;-0.0047855290287771406;-0.0047828325616070515;-0.004751138665867363;-0.00437861308313098;0.0
0.170000;-65.002;-5.536962468540687;-0.47565378910908257;-0.04486542524351981;-0.008199291818631285;-0.005078489381497372;-0.004812865297388333;-0.004790256959519154;-0.004788332672583437;-0.004788168888739832;-0.004788154948348345;-0.004788153760809524;-0.004788153647794735;-0.004788153497851507;-0.004788151835739617;-0.004788132308046415;-0.0047879027830101725;-0.004785204978100104;-0.004753495359631182;-0.004380784984511263;0.0
0.171000;-65.002;-5.536964467711292;-0.4756561171058385;-0.0448677947300148;-0.00820166598544877;-0.005080864044447811;-0.004815240010886606;-0.0047926316780277515;-0.004790707391578727;-0.004790543607781672;-0.004790529667394539;-0.00479052847985562;-0.004790528366834905;-0.004790528216821551;-0.0047905265538854165;-0.004790507016504679;-0.00479027737760886;-0.004787578234484166;-0.004755852887711643;-0.004382957654741686;0.0
0.172000;-65.002;-5.536966467605901;-0.47565844592874956;-0.04487016505480951;-0.008204040991893308;-0.005083239547163265;-0.004817615564163769;-0.004795007236316596;-0.004793082950354399;-0.004792919166603903;-0.00479290522622113;-0.004792904038682114;-0.004792903925655466;-0.004792903775571961;-0.004792902111811288;-0.004792882564739578;-0.004792652811943797;-0.004789952330130182;-0.004758211249483833;-0.004385131093246149;0.0
0.173000;-65.002;-5.536968468223948;-0.47566077557719055;-0.04487253621727186;-0.008206416837332139;-0.005085615889010915;-0.004819991956586988;-0.004797383633752862;-0.004795459348277623;-0.0047952955645737;-0.0047952816241952825;-0.004795280436656172;-0.004795280323623591;-0.004795280173469911;-0.004795278508884406;-0.004795258952118287;-0.004795029085382189;-0.004792327264405711;-0.004760570444319465;-0.004387305299445452;0.0
0.174000;-65.002;-5.536970469564866;-0.4756631060505321;-0.04487490821676642;-0.008208793521129151;-0.005087993069354585;-0.004822369187520086;-0.004799760869700365;-0.004797836584712217;-0.004797672801054878;-0.004797658860680819;-0.004797657673141612;-0.004797657560103096;-0.004797657409879216;-0.004797655744468588;-0.004797636178004626;-0.0047974061972878845;-0.004794703036674952;-0.0047629304715869234;-0.00438948027275733;0.0
0.175000;-65.002;-5.536972471628087;-0.47566543734814165;-0.04487728105265434;-0.008211171042644903;-0.005090371087554767;-0.004824747256323547;-0.004802138943519593;-0.004800214659018664;-0.0048000508754079225;-0.004800036935038225;-0.004800035747498921;-0.004800035634454468;-0.004800035484160363;-0.00480003381792432;-0.0048000142417590815;-0.004799784147021404;-0.0047970796462987846;-0.0047652913306512916;-0.004391656012596475;0.0
0.176000;-65.002;-5.536974474413035;-0.47566776946938444;-0.04487965472429354;-0.008213549401236652;-0.00509274994296866;-0.004827126162354566;-0.004804517854567736;-0.004802593570554159;-0.004802429786990029;-0.0048024158466246905;-0.00480241465908529;-0.004802414546034898;-0.004802414395670542;-0.00480241272860879;-0.004802393142738852;-0.00480216293393997;-0.0047994570926347905;-0.004767653020874379;-0.004393832518374562;0.0
0.177000;-65.002;-5.5369764779191355;-0.47567010241362045;-0.044882029231038734;-0.008215928596258396;-0.005095129634950193;-0.004829505904967064;-0.004806897602198719;-0.004804973318672623;-0.004804809535155116;-0.00480479559479414;-0.0048047944072546435;-0.00480479429419831;-0.004804794143763678;-0.004804792475875928;-0.00480477288029786;-0.0048045425573975415;-0.004801835375037287;-0.0047700155416147486;-0.004396009789500284;0.0
0.178000;-65.002;-5.536978482145807;-0.4756724361802084;-0.04488440457224119;-0.00821830862706089;-0.005097510162850057;-0.004831886483511725;-0.004809278185763223;-0.004807353902724742;-0.004807190119253868;-0.004807176178897256;-0.004807174991357663;-0.004807174878295386;-0.004807174727790454;-0.004807173059076412;-0.004807153453786794;-0.004806923016744833;-0.00480421449285735;-0.004772378892227752;-0.004398187825379364;0.0
0.179000;-65.002;-5.536980487092466;-0.4756747707685022;-0.0448867807472492;-0.008220689492991666;-0.005099891526015734;-0.004834267897336029;-0.0048116596046087244;-0.004809735322057987;-0.004809571538633763;-0.004809557598281514;-0.004809556410741825;-0.004809556297673603;-0.004809556147098347;-0.004809554477557723;-0.00480953486255313;-0.004809304311329355;-0.004806594445442856;-0.004774743072065555;-0.004400366625414603;0.0
0.180000;-65.002;-5.5369824927585265;-0.47567710617785325;-0.044889157755407694;-0.008223071193395106;-0.005102273723791526;-0.004836650145784269;-0.00481404185807952;-0.00481211757601666;-0.004811953792639093;-0.004811939852291212;-0.004811938664751424;-0.004811938551677255;-0.004811938401031649;-0.004811936730664153;-0.00481191710594117;-0.00481168644049544;-0.0048089752321384995;-0.0047771080804771635;-0.004402546189005884;0.0
0.181000;-65.002;-5.536984499143397;-0.4756794424076101;-0.04489153559605853;-0.00822545372761241;-0.005104656755518587;-0.004839033228197591;-0.004816424945516757;-0.004814500663941902;-0.004814336880611009;-0.004814322940267493;-0.0048143217527276076;-0.0048143216396474885;-0.004814321488931509;-0.00481431981773685;-0.004814300183292061;-0.004814069403584263;-0.004811356852285828;-0.004779473916808463;-0.004404726515550219;0.0
0.182000;-65.002;-5.53698650624649;-0.4756817794571174;-0.04489391426854044;-0.008227837094981677;-0.005107040620534948;-0.004841417143914026;-0.00481880886625846;-0.004816884585171741;-0.004816720801887533;-0.004816706861548385;-0.004816705674008405;-0.004816705560922333;-0.004816705410135954;-0.004816703738113839;-0.004816684093943832;-0.004816453199933887;-0.004813739305223272;-0.004781840580402237;-0.004406907604441764;0.0
0.183000;-65.002;-5.536988514067203;-0.47568411732571747;-0.04489629377218902;-0.008230221294837903;-0.0051094253181755474;-0.004843801892268502;-0.00482119361963956;-0.004819269339041109;-0.004819105555803597;-0.004819091615468819;-0.004819090427928741;-0.004819090314836716;-0.004819090163979913;-0.004819088491130053;-0.004819068837231416;-0.004818837828879279;-0.004816122590286166;-0.004784208070598199;-0.004409089455071842;0.0
0.184000;-65.002;-5.536990522604942;-0.47568645601274867;-0.04489867410633686;-0.008232606326513021;-0.005111810847772255;-0.004846187472592883;-0.00482357920499192;-0.004821654924881868;-0.004821491141691066;-0.0048214772013606575;-0.004821476013820484;-0.004821475900722501;-0.004821475749795251;-0.0048214740761173555;-0.004821454412486682;-0.0048212232897523345;-0.0048185067068067826;-0.004786576386733019;-0.004411272066828981;0.0
0.185000;-65.002;-5.536992531859102;-0.4756887955175471;-0.044901055270313434;-0.008234992189335929;-0.00511419720865391;-0.004848573884216005;-0.0048259656216443755;-0.004824041342022851;-0.004823877558878772;-0.004823863618552735;-0.004823862431012464;-0.004823862317908525;-0.004823862166910799;-0.004823860492404579;-0.004823840819038465;-0.004823609581881921;-0.004820891654114364;-0.004788945528140353;-0.004413455439098928;0.0
0.186000;-65.002;-5.536994541829079;-0.475691135839445;-0.044903437263445256;-0.008237378882632512;-0.005116584400146339;-0.00485096112646369;-0.004828352868922746;-0.0048264285897898825;-0.004826264806692538;-0.004826250866370872;-0.004826249678830504;-0.004826249565720604;-0.0048262494146523805;-0.004826247739317547;-0.004826228056212589;-0.004825996704593898;-0.004823277431535142;-0.004791315494150875;-0.004415639571264686;0.0
0.187000;-65.002;-5.536996552514266;-0.475693476977773;-0.0449058200850558;-0.008239766405725674;-0.005118972421572391;-0.004853349198658776;-0.004830740946149872;-0.004828816667505798;-0.004828652884455201;-0.00482863894413791;-0.004828637756597443;-0.0048286376434815825;-0.004828637492342837;-0.004828635816179097;-0.004828616123331897;-0.004828384657211135;-0.004825664038392371;-0.004793686284092292;-0.004417824462706523;0.0
0.188000;-65.002;-5.53699856391405;-0.4756958189318568;-0.04490820373446572;-0.008242154757935372;-0.00512136127225196;-0.004855738100121158;-0.004833129852645646;-0.004831205574490492;-0.004831041791486654;-0.004831027851173739;-0.004831026663633175;-0.004831026550511348;-0.004831026399302056;-0.004831024722309123;-0.004831005019716284;-0.004830773439053566;-0.004828051474006357;-0.004796057897289392;-0.004420010112802021;0.0
0.189000;-65.002;-5.537000576027819;-0.4756981617010211;-0.04491058821099253;-0.008244543938578637;-0.005123750951502017;-0.004858127830167796;-0.004835519587727029;-0.004833595310060926;-0.004833431527103859;-0.004833417586795321;-0.004833416399254657;-0.004833416286126866;-0.004833416134847001;-0.004833414457024589;-0.004833394744682714;-0.004833163049438183;-0.004830439737694477;-0.00479843033306405;-0.004422196520926075;0.0
0.190000;-65.002;-5.537002588854954;-0.4757005052845862;-0.04491297351395104;-0.008246933946969584;-0.00512614145863663;-0.004860518388112755;-0.004837910150708084;-0.004835985873531164;-0.004835822090620881;-0.004835808150316719;-0.00483580696277596;-0.004835806849642199;-0.0048358066982917385;-0.004835805019639552;-0.004835785297545255;-0.0048355534876790875;-0.0048328288287712165;-0.004800803590735265;-0.004424383686450937;0.0
0.191000;-65.002;-5.53700460239484;-0.4757028496818702;-0.044915359642653065;-0.008249324782419486;-0.005128532792967001;-0.004862909773267233;-0.004840301540900011;-0.0048383772642124;-0.004838213481348914;-0.0048381995410491305;-0.004838198353508274;-0.004838198240368543;-0.00483819808894746;-0.004838196409465216;-0.004838176677615107;-0.00483794475308751;-0.004835218746548188;-0.004803177669619189;-0.004426571608746235;0.0
0.192000;-65.002;-5.537006616646848;-0.47570519489218854;-0.04491774659640761;-0.008251716444236742;-0.00513092495380149;-0.004865301984939581;-0.004842693757611156;-0.004840769481412988;-0.004840605698596311;-0.004840591758300906;-0.004840590570759953;-0.004840590457614248;-0.004840590306122521;-0.004840588625809928;-0.004840568884200621;-0.004840336844971838;-0.00483760949033417;-0.004805552569029151;-0.004428760287178997;0.0
0.193000;-65.002;-5.537008631610357;-0.4757075409148531;-0.04492013437452089;-0.008254108931726957;-0.005133317940445631;-0.004867695022435331;-0.004845086800147055;-0.004843162524438458;-0.0048429987416686035;-0.004842984801377579;-0.004842983613836527;-0.004842983500684849;-0.004842983349122451;-0.004842981667979222;-0.004842961916607333;-0.004842729762637638;-0.004840001059435115;-0.004807928288275685;-0.004430949721113669;0.0
